orf_id,st1_200m.x,st1_400m.x,st1_50m.x,st1_90m.x,st1_120m.x,st1_300m.x,st3_40m.x,st3_60m.x,st3_120m.x,st3_150m.x,st3_200m.x,st3_250m.x,st3_300m.x,st3_400m.x,st3_500m.x,st3_550m.x,st3_600m.x,st3_800m.x,st5_20m.x,st5_80m.x,st5_120m.x,st5_200m.x,st5_50m.x,st5_300m.x,st5_400m.x,st5_500m.x,st5_600m.x,st6_40m.x,st6_80m.x,st6_200m.x,st8_40m.x,st8_70m.x,st8_200m.x,st9_40m.x,st9_70m.x,st9_380m.x,st12_40m.x,st12_120m.x,st12_300m.x,st12_1900m.x,contig_length,orf_length,kegg_hit,kegg_desc,kegg_pathway,KO,KO_desc,KO_pathway,EC,GO_terms,uniprot,KOG_id,KOG_desc,KOG_class,KOG_group,best_hit,best_hit_percent_identity,best_hit_annotation,best_hit_GOS_core_cluster,best_hit_species,best_hit_taxon_id,domain,group,group_reads,group_orfs,best_LPI,hits_top,hits_unique,best_tax_string,PFams,PFams_desc,TIGRFams,TIGRFams_desc,transporter_family,transporter_substrate,transporter_evidence,transmembrane_domains
contig_1608340_99_812_-,0,0,0,0,0,0,1.578136879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.118898328,0,0,0,812,714,,,,,,,,16020,,,,,,CAMPEP_0179040430-CAMNT_0020736777,61,PF01036.13: Bacteriorhodopsin-like protein,,Pyrodinium bahamense,73915,Eukaryota,Dinophyta,43183874,207602,0.9303,13,4,Eukaryota;Alveolata;Dinophyta;Dinophyceae;Dinophyceae_X;Oxyrrhinaceae;Oxyrrhis;Oxyrrhis marina LB1974,PF01036,Bacteriorhodopsin-like protein,,,,,NA,5
contig_1609076_1_729_+,0,0,0,1.32627304,1.636302531,0,3.091329854,3.322633698,1.375892199,4.300026794,2.595199716,3.012914912,3.497064001,3.88029883,0,6.799687245,0,0,1.628136348,0.786353884,1.07289611,2.805734472,1.971913623,3.030681089,1.96033115,2.839056929,3.279036438,0.987278855,0.507826364,2.318392921,1.40130389,0.599125793,1.661130934,0,1.049309124,2.55386843,1.095875729,1.001368671,2.577316591,0,729,729,,,,,,,,,,,,,,CAMPEP_0200824430-CAMNT_0046990101,70,,,"Karlodinium micrum, Strain CCMP2283",342587,Eukaryota,Dinophyta,43183874,207602,1,6,1,"Eukaryota;Alveolata;Dinophyta;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Karlodinium;Karlodinium micrum, Strain CCMP2283",,,,,,,NA,0
contig_1610521_1_844_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.679208509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.864926257,0,0,844,844,,,,,,,,,,KOG2404,"Fumarate reductase, flavoprotein subunit",Energy production and conversion ,METABOLISM,CAMPEP_0170589174-CAMNT_0010912923,73,TIGR01813: flavo_cyto_c: flavocytochrome c PF00890.19:  FAD binding domain PF01266.19:  FAD dependent oxidoreductase,,"Togula jolla, Strain CCCM 725",285029,Eukaryota,Dinophyta,43183874,207602,0.8784,13,9,"Eukaryota;Alveolata;Dinophyta;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Togula;Togula jolla, Strain CCCM 725",PF00890,FAD binding domain,,,,,NA,0
contig_1610783_1_746_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.768434292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,746,746,,,,,,,,,,,,,,CAMPEP_0204611236-CAMNT_0051623079,41,,,"Alexandrium margalefi, Strain AMGDE01CS-322",109239,Eukaryota,Dinophyta,43183874,207602,1,1,1,"Eukaryota;Alveolata;Dinophyta;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Alexandrium;Alexandrium margalefi, Strain AMGDE01CS-322",,,,,,,NA,0
contig_1610873_1_502_+,0,0,0,0,0,0,0,0,1.998058592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,502,502,,,,,,,,,,,,,,CAMPEP_0199310838-CAMNT_0045060751,52,,,"Scrippsiella hangoei-like, Strain SHHI-4",447022,Eukaryota,Dinophyta,43183874,207602,0.8512,10,8,"Eukaryota;Alveolata;Dinophyta;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Karlodinium;Karlodinium micrum, Strain CCMP2283",,,,,,,NA,0
contig_1610878_1_933_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.614417987,1.676615785,1.096130992,0,0,0,0,0,0,0,0,0,0,1.297925456,0,0.409939095,0,0,0,0,0,1891,933,,,,,,,,,,,,,,CAMPEP_0197886140-CAMNT_0043505905,43,PF11559.3: Afadin- and alpha -actinin-Binding,,"Gonyaulax spinifera, Strain CCMP409",66791,Eukaryota,Dinophyta,43183874,207602,0.8611,10,6,Eukaryota;Alveolata;Dinophyta;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Kryptoperidinium;Kryptoperidinium foliaceum CCMP1326,,,,,,,NA,0
contig_1610878_966_1535_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.041150349,1.005705231,4.116532968,1.79419336,0,0,0,0,0,0,0.649483192,0.988367509,0,0,2.124499036,0,0,0,0,1.280697826,0,0,1891,570,,,,,,,,,,,,,,CAMPEP_0200823412-CAMNT_0046988585,57,TIGR02168: SMC_prok_B: chromosome segregation protein SMC,,"Karlodinium micrum, Strain CCMP2283",342587,Eukaryota,Dinophyta,43183874,207602,0.8717,8,5,"Eukaryota;Alveolata;Dinophyta;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Karlodinium;Karlodinium micrum, Strain CCMP2283",,,,,,,NA,0
contig_1611136_1_302_+,0,0,3.347346158,0,0,0,0,4.010264843,9.963828604,0,0,0,0,0,0,0,0,0,0,3.796370738,0,0,0,0,4.732057642,0,0,0,0,0,0,0,0,0,0,0,0,2.417211128,0,0,302,302,,,,,,,,,,,,,,CAMPEP_0191022752-CAMNT_0034918463,55,PF00092.23: von Willebrand factor type A domain,,Prorocentrum minimum CCMP1329,-311218,Eukaryota,Dinophyta,43183874,207602,0.8972,8,4,Eukaryota;Alveolata;Dinophyta;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Prorocentrum;Prorocentrum minimum CCMP1329,PF00092,von Willebrand factor type A domain,,,,,NA,0
contig_1611401_435_772_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79136753,0,0,0,0,0,0,0,772,338,,,,,,,,,,,,,,CAMPEP_0178430044-CAMNT_0020051885,55,"TIGR02813: omega_3_PfaA: polyketide-type polyunsaturated fatty acid synthase PfaA PF00109.21:  Beta-ketoacyl synthase, N-terminal domain PF02801.17:  Beta-ketoacyl synthase, C-terminal domain",,Amphidinium massartii,160604,Eukaryota,Dinophyta,43183874,207602,0.8624,20,17,Eukaryota;Alveolata;Dinophyta;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Amphidinium;Amphidinium massartii,PF02801,"Beta-ketoacyl synthase, C-terminal domain",,,,,NA,0
contig_1611909_280_747_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.224897397,0,0,0,0,0,0,0,0.768938339,0.791037221,0,0,1.866507279,0,0,1.634500751,0,0,0,0,0,747,468,,,,,,,,,,,,,,CAMPEP_0188988878-CAMNT_0032490797,57,,,Karenia brevis CCMP2229,-311225,Eukaryota,Dinophyta,43183874,207602,0.9406,19,7,Eukaryota;Alveolata;Dinophyta;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Karenia;Karenia brevis CCMP2229,,,,,,,NA,0
contig_1612106_4_834_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.677941612,0,0,0.728618803,0,0,0,0,0,0,0,4209,831,,,,,,,,,,,,,,CAMPEP_0200812690-CAMNT_0046974147,44,TIGR02169: SMC_prok_A: chromosome segregation protein SMC,,"Karlodinium micrum, Strain CCMP2283",342587,Eukaryota,Dinophyta,43183874,207602,1,1,1,"Eukaryota;Alveolata;Dinophyta;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Karlodinium;Karlodinium micrum, Strain CCMP2283",,,,,,,NA,0
contig_1613184_1_947_-,0,0,1.067474699,1.020964145,1.259624652,0,0,0,0,0,0,2.31933999,5.384075304,5.97410316,0,5.234394932,4.381117423,5.679373472,0.626669164,0,0,0,0,0,3.018123354,1.092752113,2.524200172,1.140009956,0.781848827,0.594899134,0,0,1.27873754,0,0.403878749,1.965966299,0.843604441,0.770852968,0,0,1165,947,,,,,,,,,,,,,,CAMPEP_0200813518-CAMNT_0046975153,62,,,"Karlodinium micrum, Strain CCMP2283",342587,Eukaryota,Dinophyta,43183874,207602,1,5,1,"Eukaryota;Alveolata;Dinophyta;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Karlodinium;Karlodinium micrum, Strain CCMP2283",,,,,,,NA,0
contig_1617030_440_2131_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.208853682,0,0.652886086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2133,1692,,,,,,,,,,,,,,CAMPEP_0189366120-CAMNT_0032957527,54,PF13583.1: Metallo-peptidase family M12B Reprolysin-like PF13582.1:  Metallo-peptidase family M12B Reprolysin-like,,Karenia brevis Wilson,-311228,Eukaryota,Dinophyta,43183874,207602,0.9655,4,4,Eukaryota;Alveolata;Dinophyta;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Karenia;Karenia brevis CCMP2229,_GAP_||PF13583||_GAP_,_GAP_||PF13583||_GAP_,,,,,NA,1
contig_1617196_1_889_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.150382694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1796,889,,,,,,,,,,,,,,CAMPEP_0200828570-CAMNT_0046995813,77,,,"Karlodinium micrum, Strain CCMP2283",342587,Eukaryota,Dinophyta,43183874,207602,1,4,1,"Eukaryota;Alveolata;Dinophyta;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Karlodinium;Karlodinium micrum, Strain CCMP2283",,,,,,,NA,0
contig_1617669_168_932_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.470409337,0,0,0.667680089,0,0,0,0,0,0,0,0,0,2076,765,,,,,,,,,,,,,,CAMPEP_0200858330-CAMNT_0047035609,50,,,"Karlodinium micrum, Strain CCMP2283",342587,Eukaryota,Dinophyta,43183874,207602,0.9315,7,3,Eukaryota;Alveolata;Dinophyta;Dinophyceae;Dinophyceae_X;Oxyrrhinaceae;Oxyrrhis;Oxyrrhis marina,,,,,,,NA,0
contig_1617812_483_1770_-,0,0,0,0,0,0,1.749673496,1.880590036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27939685,0.862279704,0,0.793129298,1.017304433,0,0,1.187804894,0,0,0,0,0,1821,1288,,,,,,,,,,,,,,CAMPEP_0186408816-CAMNT_0029206777,36,,,Alexandrium temarense CCMP1771,2926,Eukaryota,Dinophyta,43183874,207602,0.9323,13,10,"Eukaryota;Alveolata;Dinophyta;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Scrippsiella;Scrippsiella hangoei-like, Strain SHHI-4",,,,,,,NA,0
contig_1617892_1_1056_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.066987651,0,0,1.146746639,0,0,0,0,0,0,0,1339,1056,,,,,,,,,,,,,,CAMPEP_0200769158-CAMNT_0046922209,65,,,"Karlodinium micrum, Strain CCMP2283",342587,Eukaryota,Dinophyta,43183874,207602,1,6,1,"Eukaryota;Alveolata;Dinophyta;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Karlodinium;Karlodinium micrum, Strain CCMP2283",,,,,,,NA,0
contig_1617925_982_2064_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.547973868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2147,1083,,,,,,,,,,,,,,CAMPEP_0170606794-CAMNT_0010931913,35,,,"Togula jolla, Strain CCCM 725",285029,Eukaryota,Dinophyta,43183874,207602,1,1,1,"Eukaryota;Alveolata;Dinophyta;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Togula;Togula jolla, Strain CCCM 725",,,,,,,NA,0
contig_1617947_868_1935_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55567013,0.536752792,0,0,0,0,0,0,0,0.336950508,0.346634288,0,0,0.817907684,0,0,0,0,0,0,0,0,1954,1068,,,,,,,,,,,,,,CAMPEP_0190310098-CAMNT_0034044179,34,,,Oxyrrhis marina,2969,Eukaryota,Dinophyta,43183874,207602,1,2,1,Eukaryota;Alveolata;Dinophyta;Dinophyceae;Dinophyceae_X;Oxyrrhinaceae;Oxyrrhis;Oxyrrhis marina,,,,,,,NA,0
contig_1618110_24_1682_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.788594631,1.036622028,0,0,0.433250461,0,0,0,0,0.650747094,0.446299481,0,0.61576283,0.789805973,0,0,0.461088819,0,0,0,0,0,1683,1659,,,,,,,,,,KOG0161,Myosin class II heavy chain,Cytoskeleton ,CELLULAR PROCESSES AND SIGNALING,CAMPEP_0200789854-CAMNT_0046946791,54,,,"Karlodinium micrum, Strain CCMP2283",342587,Eukaryota,Dinophyta,43183874,207602,0.9373,11,5,"Eukaryota;Alveolata;Dinophyta;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Karlodinium;Karlodinium micrum, Strain CCMP2283",,,,,,,NA,0
contig_1618474_1_1042_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.56953522,0,0,0,0,0,0,0,0,0.345358102,0,0,0,0,0,0,0,0,0,0,0,0,1831,1042,,,,,,,,0016491||0055114,,KOG0042,Glycerol-3-phosphate dehydrogenase,Energy production and conversion ,METABOLISM,CAMPEP_0189170988-CAMNT_0032713127,53,"TIGR03377: glycerol3P_GlpA: glycerol-3-phosphate dehydrogenase, anaerobic, A subunit PF01266.19:  FAD dependent oxidoreductase PF13499.1:  EF-hand domain pair",,Karenia brevis SP1,-311226,Eukaryota,Dinophyta,43183874,207602,0.8624,36,31,"Eukaryota;Alveolata;Dinophyta;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Alexandrium;Alexandrium catenella, Strain OF101",PF01266||_GAP_,FAD dependent oxidoreductase||_GAP_,,,,,NA,0
contig_1618524_243_1064_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.72196557,0,0,0,0.874406953,0,0,0,0,0.437789711,0,0,0,0.531341488,0,0,0,0,0,0,0,0,1127,822,,,,,,,,,,,,,,CAMPEP_0197703852-CAMNT_0043287751,48,,,Pelagodinium beii,43686,Eukaryota,Dinophyta,43183874,207602,1,4,1,Eukaryota;Alveolata;Dinophyta;Dinophyceae;Dinophyceae_X;Suessiales;Pelagodinium;Pelagodinium beii,,,,,,,NA,3
contig_1618571_1_1003_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.358786782,0.369098125,0,0,0,0,0,0,0,0,0,0,0,2147,1003,,,,,,,,,,,,,,CAMPEP_0200823196-CAMNT_0046988251,56,,,"Karlodinium micrum, Strain CCMP2283",342587,Eukaryota,Dinophyta,43183874,207602,1,2,1,"Eukaryota;Alveolata;Dinophyta;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Karlodinium;Karlodinium micrum, Strain CCMP2283",,,,,,,NA,0
contig_1618744_167_2028_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.549242865,0,0.593277796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2141,1862,,,,,,,,,,,,,,CAMPEP_0199506508-CAMNT_0045336853,45,,,"Ceratium fusus, Strain PA161109",2916,Eukaryota,Dinophyta,43183874,207602,0.9283,11,7,"Eukaryota;Alveolata;Dinophyta;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Ceratium;Ceratium fusus, Strain PA161109",,,,,,,NA,0
contig_1619119_1_999_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.782924188,1.023713929,0,0,0,0,0,0.360223366,1.482303982,2.819667067,0,0.874399806,1.818264941,3.266921392,0.382856032,1.863633719,0,0,3.761489078,6.112719473,1781,999,pla:Plav_2933,O-acetylhomoserine aminocarboxypropyltransferase (EC:2.5.1.49); K01740 O-acetylhomoserine (thiol)-lyase [EC:2.5.1.49],pla01100||pla00270,K01740,O-acetylhomoserine (thiol)-lyase [EC:2.5.1.49],Cysteine and methionine metabolism,2.5.1.49,0003961||0030170,A7HXA7,,,,,CAMPEP_0190316808-CAMNT_0034052307,67,TIGR01326: OAH_OAS_sulfhy: O-acetylhomoserine aminocarboxypropyltransferase/cysteine synthase PF01053.15:  Cys/Met metabolism PLP-dependent enzyme PF01041.12:  DegT/DnrJ/EryC1/StrS aminotransferase family,,Oxyrrhis marina,2969,Eukaryota,Dinophyta,43183874,207602,1,1,1,Eukaryota;Alveolata;Dinophyta;Dinophyceae;Dinophyceae_X;Oxyrrhinaceae;Oxyrrhis;Oxyrrhis marina,PF01053,Cys/Met metabolism PLP-dependent enzyme,,,,,NA,0
contig_1619131_72_821_-,0,0,0,0,0,0,0,0,0,2.089813022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1675,750,,,,,,,,,,,,,,CAMPEP_0200803414-CAMNT_0046962929,65,,,"Karlodinium micrum, Strain CCMP2283",342587,Eukaryota,Dinophyta,43183874,207602,1,6,1,"Eukaryota;Alveolata;Dinophyta;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Karlodinium;Karlodinium micrum, Strain CCMP2283",,,,,,,NA,0
contig_1619264_72_347_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.002475569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,942,276,,,,,,,,,,,,,,CAMPEP_0170596470-CAMNT_0010920775,63,,,"Togula jolla, Strain CCCM 725",285029,Eukaryota,Dinophyta,43183874,207602,0.8539,5,3,"Eukaryota;Alveolata;Dinophyta;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Togula;Togula jolla, Strain CCCM 725",,,,,,,NA,0
contig_1619292_1_458_-,0,0,0,0,0,0,0,0,0,3.422182895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.460128733,0,0,1.322013592,0,0,0,0,0,0,0,458,458,,,,,,,,,,,,,,CAMPEP_0200856564-CAMNT_0047033297,62,,,"Karlodinium micrum, Strain CCMP2283",342587,Eukaryota,Dinophyta,43183874,207602,1,1,1,"Eukaryota;Alveolata;Dinophyta;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Karlodinium;Karlodinium micrum, Strain CCMP2283",,,,,,,NA,0
contig_1619532_1_911_+,0,0,0,0,0,0,0,0,0,0,0,2.410993381,0,0,0,0,0,0,0,0,0,0,0,0,0,1.135934413,2.623949026,0,0,0,0,0,0,0,0,0,0,0,0,0,911,911,,,,,,,,,,,,,,CAMPEP_0192084598-CAMNT_0036186133,50,,,Scrippsiella trochoidea CCMP3099,71861,Eukaryota,Dinophyta,43183874,207602,0.9099,22,11,Eukaryota;Alveolata;Dinophyta;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Scrippsiella;Scrippsiella trochoidea CCMP3099,,,,,,,NA,0
contig_1619618_1_663_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.20496743,0,0,0,1132,663,tet:TTHERM_00066940,Pyridine nucleotide-disulphide oxidoreductase family protein,,,,,,0016491||0050660||0055114,,,,,,CAMPEP_0181476804-CAMNT_0023602095,77,PF00070.22: Pyridine nucleotide-disulphide oxidoreductase PF07992.9:  Pyridine nucleotide-disulphide oxidoreductase,,"Symbiodinium, Strain CCMP421",174948,Eukaryota,Dinophyta,43183874,207602,0.8696,42,20,Eukaryota;Alveolata;Dinophyta;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Scrippsiella;Scrippsiella trochoidea CCMP3099,_GAP_||PF00070,_GAP_||Pyridine nucleotide-disulphide oxidoreductase,,,,,NA,0
contig_1619916_1_995_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.372065748,0,0.513341978,0.438957491,0,0,0.384395151,0,0,0,0,0,1221,995,puv:PUV_10980,niP4-1; putative aquaporin NIP4-1; K06188 aquaporin Z,,K06188,aquaporin Z,,,0005215||0006810||0016020,,,,,,CAMPEP_0200787782-CAMNT_0046944147,56,TIGR00861: MIP: MIP family channel proteins PF00230.15:  Major intrinsic protein,,"Karlodinium micrum, Strain CCMP2283",342587,Eukaryota,Dinophyta,43183874,207602,1,3,1,"Eukaryota;Alveolata;Dinophyta;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Karlodinium;Karlodinium micrum, Strain CCMP2283",PF00230,Major intrinsic protein,,,MIP,,3,8
contig_1620115_1_873_+,0,0,1.157959382,1.107506353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.412214367,0.848122381,0,0,0,0,0,0.438113603,0,0,0,0,0,873,873,cel:T03F1.3,pgk-1; PhosphoGlycerate Kinase family member (pgk-1); K00927 phosphoglycerate kinase [EC:2.7.2.3],,,,,,0004618||0006096,,KOG1367,3-phosphoglycerate kinase,Carbohydrate transport and metabolism ,METABOLISM,CAMPEP_0200812156-CAMNT_0046973515,89,PF00162.14: Phosphoglycerate kinase,,"Karlodinium micrum, Strain CCMP2283",342587,Eukaryota,Dinophyta,43183874,207602,1,2,1,"Eukaryota;Alveolata;Dinophyta;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Karlodinium;Karlodinium micrum, Strain CCMP2283",PF00162||_GAP_,Phosphoglycerate kinase||_GAP_,,,,,NA,0
contig_1620663_1_901_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.317326745,0,0,0,0,0,0,0,0,0.399404154,0.410882818,0,1.133796377,0,0,0,0.42449853,0,0,0,0,0,1782,901,,,,,,,,,,,,,,CAMPEP_0190380650-CAMNT_0034131807,38,,,Oxyrrhis marina,2969,Eukaryota,Dinophyta,43183874,207602,0.9908,5,2,Eukaryota;Alveolata;Dinophyta;Dinophyceae;Dinophyceae_X;Oxyrrhinaceae;Oxyrrhis;Oxyrrhis marina,,,,,,,NA,0
contig_1620874_1_946_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.627331605,0,0.826787805,0,0,1.167741287,0,0,0,0.380405013,0,0.595527991,0,0.46169419,1.280089271,0,0.404305683,0,0,0,0,0,1164,946,,,,,,,,,,,,,,CAMPEP_0186346610-CAMNT_0029133389,48,,,Alexandrium temarense CCMP1771,2926,Eukaryota,Dinophyta,43183874,207602,0.8861,41,23,"Eukaryota;Alveolata;Dinophyta;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Karlodinium;Karlodinium micrum, Strain CCMP2283",,,,,,,NA,0
contig_1621790_1_471_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.259990868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1886,471,,,,,,,,,,,,,,CAMPEP_0191879260-CAMNT_0035952477,57,,,Scrippsiella hangoei SHTV5,268821,Eukaryota,Dinophyta,43183874,207602,0.9214,48,13,Eukaryota;Alveolata;Dinophyta;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Scrippsiella;Scrippsiella hangoei SHTV5,,,,,,,NA,0
contig_1621844_1_703_-,0,0,2.875956018,6.876621948,3.393640243,0,12.82264275,10.33655747,14.26778682,11.14765126,10.76472599,3.12434562,3.62640065,4.023809171,0,0,0,0,0.844175958,6.523493391,7.788035346,5.819005493,3.067265358,9.428306605,0,1.472028806,0,1.535689087,2.106431974,0,2.906260414,2.485136292,0,0,4.352468572,0,6.8184359,6.230421858,8.017910931,0,1308,703,,,,,,,,0003676||0005524,,KOG0327,"Translation initiation factor 4F, helicase subunit (eIF-4A) and related helicases","Translation, ribosomal structure and biogenesis ",INFORMATION STORAGE AND PROCESSING,CAMPEP_0199837664-CAMNT_0045730475,96,"TIGR00614: recQ_fam: ATP-dependent DNA helicase, RecQ family PF00270.24:  DEAD/DEAH box helicase PF00271.26:  Helicase conserved C-terminal domain",,"Pseudo-nitzschia fraudulenta, Strain WWA7",183588,Eukaryota,Dinophyta,43183874,207602,0.8432,48,25,Eukaryota;Alveolata;Dinophyta;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Prorocentrum;Prorocentrum minimum CCMP2233,_GAP_||PF00270,_GAP_||DEAD/DEAH box helicase,,,,,NA,0
contig_1621889_1_1047_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.566815376,0,0,0,0,0,0,0,0,0.687417656,0.353586838,0.538079732,0,0.417156355,0.57830203,0,0,0,0,0,0,0,1957,1047,,,,,,,,,,,,,,CAMPEP_0200769158-CAMNT_0046922209,68,,,"Karlodinium micrum, Strain CCMP2283",342587,Eukaryota,Dinophyta,43183874,207602,1,3,1,"Eukaryota;Alveolata;Dinophyta;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Karlodinium;Karlodinium micrum, Strain CCMP2283",,,,,,,NA,0
contig_1622061_227_1827_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.370678138,0.358058702,0.488532957,0.638782146,0,0,0,0,0,0.449547961,0,0.703771992,0.319035145,0,0.756380044,0,0,0,0,0,0,0,1972,1601,,,,,,,,,,,,,,CAMPEP_0196897246-CAMNT_0042288947,50,PF01822.14: WSC domain,,Symbiodinium Mf12.5f/clade A3,993574,Eukaryota,Dinophyta,43183874,207602,0.8905,24,14,"Eukaryota;Alveolata;Dinophyta;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Togula;Togula jolla, Strain CCCM 725",_GAP_||PF01822||_GAP_,_GAP_||WSC domain||_GAP_,,,,,NA,0
contig_1622115_485_1108_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.593277916,0,0,0,0,0,0,0,0,0,0,0,1119,624,,,,,,,,,,,,,,CAMPEP_0200768108-CAMNT_0046921013,60,,,"Karlodinium micrum, Strain CCMP2283",342587,Eukaryota,Dinophyta,43183874,207602,1,4,1,"Eukaryota;Alveolata;Dinophyta;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Karlodinium;Karlodinium micrum, Strain CCMP2283",,,,,,,NA,0
contig_1623178_1_580_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.31887302,0,0,0,0,0,580,580,,,,,,,,,,,,,,CAMPEP_0189637254-CAMNT_0033303283,42,,,Kryptoperidinium foliaceum CCMP1326,-311230,Eukaryota,Dinophyta,43183874,207602,0.9833,11,2,Eukaryota;Alveolata;Dinophyta;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Kryptoperidinium;Kryptoperidinium foliaceum CCMP1326,,,,,,,NA,0
